fecha,tipo_transacción,precio_inmueble,datos,barrio,expensas,descripcion
20230613,venta_inmueble,USD 160.000, 157 m²   157 m²   157 m²   157 m²   6 amb.   6 amb.   5 dorm.   5 dorm.   2 baños   2 baños  ,"Barrio Norte, Capital Federal",$ 46.741 Expensas,"Corredor Responsable: Ariel Champanier cucicba 4330 / Andrea Berré cmcpsi 6763- Contacto: Alida Castro - mls id # Ver datos. Si estás buscando una propiedad amplia y con el potencial de hacerla a tu gusto, ¡has encontrado la indicada! Esta propiedad de 157 m2, ofrece la oportunidad de diseñar y remodelar el espacio para crear el hogar o la inversión de tus sueños. Apto profesional y comercial. Mirá el tour virtual acá: 7Y2fQ? fs=1&vr=0&sd=1&thumbs=1&info=1&logo=1. Situada en el corazón del centro neurálgico comercial y artístico de la ciudad de Buenos Aires, con fácil acceso a una amplia variedad de opciones gastronómicas, culturales y de entretenimiento. Cerca de Avenida Corrientes, del Teatro Colón y la Avenida de 9 Julio lo que le da a esta propiedad una ubicación privilegiada. La propiedad cuenta con aberturas de alta calidad, que permiten una entrada de luz natural y un ambiente confortable. Cuenta con pisos de pinotea y hermosas molduras que realzan la belleza del espacio. Aunque la propiedad necesita ser reciclada, esta es una oportunidad única para personalizarla a tu gusto. Imagina una sala de estar amplia, una cocina moderna, un dormitorio principal espacioso y cómodo, ¡todo diseñado y construido según tus necesidades y gustos personales! En resumen, esta propiedad es una oportunidad única de inversión en una ubicación privilegiada y con la posibilidad de hacerla a tu gusto. Con sus amplias medidas, aberturas de calidad, pisos de pinotea y molduras, esta propiedad es una excelente opción para aquellos que buscan un espacio que refleje su estilo y personalidad. No cuenta con conexión a gas ni cocina ya que su último destino fue oficina. Expensas Mayo: $ 46. 741, 80. - Cercanía con las líneas de colectivo 5, 6, 7, 12, 23, 24, 26, 29, 37, 39, 50, 60, 75, 98, 99, 102, 105, 109, 111, 115, 124, 132, 140, 146, 150, 180, y las estaciones callao (Línea B), tribunales (Línea D), uruguay (Línea B) del subte. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar"
20230613,venta_inmueble,USD 82.000, 34 m²   34 m²   34 m²   34 m²   1 amb.   1 amb.   1 baño   1 baño   1 coch.   1 coch.  ,"Villa Crespo, Capital Federal",,"En la calle bulnes A media cuadra de av cordoba se encuentra este edificio A estrenar, donde todas las unidades son monoambientes con cocina electrica integrada, baño completo, aire acondicionado, balcón Y un lugar para la conexión de lavarropas. El edificio tiene portero fijo Y cuenta con pileta, sum, parrillas Y laundry. Las cocheras para autos Y/O motos, como las bauleras son opcionales. Consultar por otras unidades. "
20230613,venta_inmueble,USD 780.000, 398 m²   398 m²   398 m²   398 m²   5 amb.   5 amb.   4 dorm.   4 dorm.   4 baños   4 baños  ,"Palermo, Capital Federal",,"Importante propiedad en excelente ubicación, a metros de Av. Coronel Diaz y Av. Santa Fe. Casa de estilo, desarrollada sobre un terreno de 8. 80 x 18 m2, con una superficie cubierta de 398 m2 y terraza. Consta de planta baja y dos pisos, entrada principal y de servicio, ascensor. 4 dormitorios, escritorio y sala de estar. Cocina en los dos niveles, 4 baños, toilette, patio, terraza. Doble circulación. Dependencias de servicio, sótano, baulera. Ideal vivienda, comercial, institución, etc. Edificio con Proteccion Cautelar Ley Firme: se exige conservar la fachada en su estado actual. Este estudio considera su conservacion. Si se conservara el edificio completo se podrian desarrollar 747. 50 m2 adicionales a lo que esta construido actualemente. Se debera realizar consulta aph en cualquiera de los casos. "
20230613,venta_inmueble,USD 85.000, 48 m²   48 m²   34 m²   34 m²   1 amb.   1 amb.   1 baño   1 baño  ,"San Telmo, Capital Federal",,"1 ambiente divisible con balcón terrazaa estrenaren B. De Irigoyen al 1400. Son 48 m2 totales. Piso 14 Unidad A. 9 de Julio Estudios ii está ubicado en una zona estratégica de la Ciudad de Buenos Aires, en el barrio de San Telmo. En las inmediaciones de numerosos parques, universidades, restaurantes y locales de todo tipo que le dan vida y movimiento al barrio. Se encuentra ubicado a 2 cuadras de la línea C, a pasos del metrobus y de numerosas líneas de colectivo. A pocas cuadras de la estación Constitución de trenes y a metros del acceso a la autopista. Se encuentra en el corazón de la Ciudad, en un lugar con accesibilidad y cerca de puntos de interés como Puerto Madero y el centro y el sur de la Ciudad de Buenos Aires. Cercano a: Plaza Dorrego - Puerto Madero - Fundación uade - Constitución. * La información de la unidad así como las medidas son aproximadas y orientativas. Las medidas exactas deberán ratificarse con la documentación pertinente y no comprometen a la empresa. Las mismas surgirán del título de propiedad. En el caso de venta, la misma esta supeditada al cumplimiento por parte del propietario de los requisitos de la Resolución General 2371 de la afip. ** Nota importante: los gastos (expensas, abl) expresados refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales. "
20230613,venta_inmueble,USD 63.000, 41 m²   41 m²   36 m²   36 m²   1 amb.   1 amb.   1 baño   1 baño  ,"Villa del Parque, Capital Federal",$ 11.000 Expensas,"Oportunidad en venta de monoambiente apto profesional. Amplio espacio de guardado. Ingreso a hall de distribucion con placard. Baño completo. Cocina grande, tipo kitchinet a gas. Pisos de porcelanato y salida a comodo balcon corrido al frente. Ambiente con aire acondicionado y estufa tiro balanceado. Información adicional: Tipo de edificio: Entre medianeras. Ascensores principales: 1. Agua caliente: Termotanque. Estado de la propiedad: Excelente. Servicios: Electricidad. Cloacas. Gas. Agua Corriente. Nota importante/relevante: Toda la información y las medidas proveídas son sólo estimativas y deberán corroborarse con la documentación oportuna y no compromete contractualmente a nuestra compañia. Los gastos indicados (expensas, abl) se refieren a la última información obtenida y deberán ratificarse. Las imágenes publicadas son meramente ilustrativas, no vinculantes y no contractuales. Matriculados: Julia Mel Matricula Nº 52. Maria Eva Parada Matricula Nº 251. Raul Mel Matricula Nº 883"
20230613,venta_inmueble,USD 80.000, 46 m²   46 m²   42 m²   42 m²   1 amb.   1 amb.   1 baño   1 baño  ,"Villa Crespo, Capital Federal",$ 4.000 Expensas,"Unidad lista para habitar. Se vende sin muebles. A dos cuadras del metrobus Juan B. Justo y el de San MartinEdificio con amenities, encargados y seguridadDepartamento al contrafrente de 45 mts2 totalMuy luminoso con dos ventanales al frente, tragaluz en living (con vinilo esmerilado para tapar visuales) , ventanal contrafrente al balcón (con vinilo que no permite la visual desde el exterior al interior) y ventana en bañoHall de entrada con dos armarios (estantes y perchero hechos a medida, con llave) Baño completo con accesorios roca, con placard grande integrado (con estantes y perchero hecho a medida) Cocina integrada con dos anafes eléctricos domec. Incluye heladera gafa con freezer que entra perfectamente en sector cocinaBalcón con vista a la piletaIncluye dos aires acondicionados frio/calor luftportero eléctrico alcateltermotanque shermansuficiente espacio para armar comedor, living y dormitorio por separado aviso legal: Todas las descripciones, valores de accesorios (expensas, aysa, abl) , fotos y medidas expuestas, son aproximados, orientativos y no vinculantes. Los datos fueron proporcionados por el propietario y pueden encontrarse desactualizados a la fecha, por lo cual el interesado podrá solicitar la documentación actualizada para conformar reserva. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la afip (pedido de coti) . Matr. 933 F° 36 L° I cucicba"
20230613,venta_inmueble,USD 170.000, 198 m²   198 m²   142 m²   142 m²   4 amb.   4 amb.   3 dorm.   3 dorm.   1 baño   1 baño   1 coch.   1 coch.  ,"La Paternal, Capital Federal",,"Hermoso Ph en planta baja con doble entrada Con cochera propia muy cómoda. Living comedor a la calle con pisos de pinotea plastificados, aberturas de madera, ventanal a la calle. Primer y dormitorio principal muy amplios con gran placard de madera y pisos de pinotea. Baño completo con bañera. Baulera. Cocina comedor muy comoda, refaccionada, Tercer dormitorio comodo, puede utilizarse como escritorio. Los ambientes son muy luminosos. Todos los ambientes dan a un hermoso patio. Mucha luz. Lavadero bajo escalera. Parrilla. Gran terraza de toda la superficie del ph. Vista amplia. Lavadero en terraza. Toma propiedad en la costa atlanticaen muy buen estado en general. No abona expensas!! A metros de Av San Martin, numerosas líneas de colectivo, cercanias al cenro comercial Lascano y Cuenca. - En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario, todas las operaciones inmobiliarias son concluidas por el martillero/corredor colegiado, cuyos datos se exhiben a continuación: cucicba Mat 7831 /cucicba Mat 8020 "
20230613,venta_inmueble,USD 1.500.000, 257 m²   257 m²   254 m²   254 m²   5 amb.   5 amb.   4 dorm.   4 dorm.   3 baños   3 baños   2 coch.   2 coch.  ,"Recoleta, Capital Federal",$ 100.000 Expensas,"Espectacular Piso de categoría, estilo francés. Cuenta con imponente recepción apaisada al frente sobre Ayacucho, Living, comedor y Escritorio. 4 dormitorios, 2 de ellos en suite, el principal sobre ayacucho y en la ochava, los otros 2 dormitorios comparten un baño. Toilette, una amplia cocina con comedor diario, dependencia de servicios con baño completo, y lavadero. Servicios centrales de Calefacción por radiadores y Agua. 2 cocheras fijas en el edificio de enfrente. "
20230613,venta_inmueble,USD 980.000, 271 m²   271 m²   271 m²   271 m²   7 amb.   7 amb.   4 dorm.   4 dorm.   2 baños   2 baños   2 coch.   2 coch.  ,"Recoleta, Capital Federal",$ 80.000 Expensas,"Piso en edificio de categoria sobre Avenida Alvear y Schiaffino frente a la Plaza San Martin de Tours. El departamento cuenta con dos cocheras, una fija, la otra movil y baulera. El edificio con encargado y seguridad 24hPlanta de 271m2 a refaccionar. Muy luminoso con vista. , 4 dormitorios 3 baños, living y comedor, escritorio. Office Comedor DiarioCocina: 2 Dependencias de servicio y LavaderoPalier Privado - Entrada de servicioNota: La información suministrada en el presente aviso sobre el inmueble ofertado no forma parte de ningún tipo de documentación contractual y es meramente a titulo informativo. Las medidas y superficies deberán cotejarse con la escritura traslativa de dominio y con el reglamento de copropiedad. Asimismo todos los importes de gastos, especialmente las expensas indicados están sujetos a verificación. El valor del inmueble indicado en el presente puede ser modificado sin previo aviso. Todo lo plantado y adherido a la unidad, incluyendo los aires acondicionados no forman parte de la oferta. La operación supeditada a que el propietario cumplimente con la Reg. 2371 coti "
20230613,venta_inmueble,USD 450.000, 188 m²   188 m²   168 m²   168 m²   5 amb.   5 amb.   4 dorm.   4 dorm.   3 baños   3 baños   1 coch.   1 coch.  ,"Recoleta, Capital Federal",$ 141.183 Expensas,"Piso en La Isla luminoso. Palier privado. Hall de entrada, living y comedor con hogar (sin tiraje) a balcón aterrazado al frente. Cuatro dormitorios, tres de ellos muy amplios con ventanal que dan a Agote, muy luminosos con vistas proyectadas a calle Vicente López (contrafrente). Dos baños completos. Cocina y comedor diario, de época en buen estado, dos dependencias de servicio con una baño y amplio lavadero. Cómodos placards en todos los dormitorios y también en pasillos. Calefacción por Radiadores. Espacio de cochera con entrada por Agote (portón eléctrico). Amplia baulera individual. Guardia con encargado suplente en fines de semana. Vigilancia por cámaras. Transferencia primer dueño. — La presente oferta de venta está condicionada a la obtención del coti por parte del propietario. Las medidas informadas son aproximadas y orientativas. Las medidas exactas surgirán del título de propiedad. Para más información, llámanos al: +54 911 Ver datos. Aviso publicado por Miranda Bosch - Real Estate & Art desde Sumaprop. "
20230613,venta_inmueble,USD 219.000, 91 m²   91 m²   86 m²   86 m²   4 amb.   4 amb.   3 dorm.   3 dorm.   2 baños   2 baños   1 coch.   1 coch.  ,"Monte Castro, Capital Federal",,"En ventaespectacular unidad de departamento de 4 ambientes con cochera subterranea, A estrenar, completamente amoblado y equipado, con vista al jardin central de in Lope de Vega, donde se encuentra el parque, y la piscina. El departamento se equipo con materiales de calidad y artefactos de primera linea. Detallamos a continuacion las mejoras que le dan un caracter unico: - Placares completos (exterior e interior) y de calidad de piso a techo en los 3 dormitorios. - Placard vestidor con puertas espejadas mas baulera de guardado en pasillo distribuidor. - Mueble de guardado de ropa blanca en toilette. - Barra elevada en cocina con granito negro brasil con 4 sillas taburetes con suspension giratorias. - Mueble rack suspendido en todo el largo de la pared del Living con mucho espacio de guardado. - Cortinas roller marca Sunset en todos los ambientes. - 3 aires acondicionados frio-calor de 2250 frigorias con tecnologia inverter (muy bajo consumo) y Smart (se puede programar funciones, como prendido y apagado desde el celular) marca Surrey en los dormitorios. - 1 aire acondicionado frio-calor de 3000 frigorias con tecnologia inverter-smart (idem a los otros) marca Surrey en el Living-comedor. - 1 sommier de dos plazas de 2 x 1, 60 con colchon de alta densidad marca Belmo. - 2 sommiers de 1 plaza y media de 1, 90 x 1 con colchones de alta densidad marca Belmo. - Heladera con freezer de 362 litros con tecnologia inverter marca Samsung. - Lavarropas para 9 kgs de ropa de 1400 rpm con tecnologia inverter marca Samsung. - 1 extractor de aire de cocina marca Whirlpool. - 3 extractores de aire en los 2 baños y el toilette de recepción. - 1 Televisor Smart con tecnologia qled de 55 pulgadas marca Samsung. - 1 Sofa de dos cuerpos fabricado por Abugar. - 2 cortinas de baño con barrales en baños completos. - 2 sillas de aluminio mas hongo luminico en balcon. - 1 tender de ropa de aluminio marca Krea. - Luces led en todo el departamento con sus artefactos electricos. Para mas detalles, concertar entrevista al +Ver datos. Muchas Gracias! "
20230613,venta_inmueble,USD 278.000, 83 m²   83 m²   83 m²   83 m²   3 amb.   3 amb.   2 dorm.   2 dorm.   1 baño   1 baño   1 coch.   1 coch.  ,"Palermo Hollywood, Palermo",$ 20.000 Expensas,"Increíble departamento en Palermo Hollywood full amenities!! 3 ambientes amplios de 83 mts. Posee: Living/Comedor. Dormitorio principal en suite y vestidor. Dormitorio secundario en suite con placard empotrado. Toilette de recepción. Pisos flotantes. Sistema de Calefacción central. Aire acondicionado en el living. Balcones corridos en habitación y living ventilan al exterior con inmejorables vistas. Cochera fija y cubierta. Inmejorable estado de toda la unidad. Expensas $20. 000 (incluye Aysa) amenities Y servicios. - Halls de acceso de doble altura. - Jardín parquizado e iluminado. - Seguridad 24 hs. - Hall de recepción. - Salón de usos múltiples para fiestas y eventos. - Piscina exterior para adultos y niños. - Sector parrillas. - Gimnasio. - Spa: sauna, ducha escocesa. - Solarium con reposeras. - Laundry. - Cocheras de cortesía cubiertas. -4 Ascensores de alta velocidad. Puertas automáticas. detalles de categoría! A 2 cuadras de Av. Santa Fe. oportunidad única!! Espacio palermo Propiedades. Sucursal Boulevard Charcas. Tel: Ver datos // Cel: Ver datos"
20230613,venta_inmueble,USD 109.900, 161 m²   161 m²   152 m²   152 m²   4 amb.   4 amb.   3 dorm.   3 dorm.   2 baños   2 baños   1 coch.   1 coch.  ,"Pompeya, Capital Federal",,"Corredor Responsable: Ariel Champanier cucicba 4330 / Andrea Berre cmcpsi 6763- Contacto: Cristian Gastón Sánchez - mls id # Ver datos. excelente ph en triplex de 4 ambientes (entrada independiente) al frente con cochera, patio Y balcón en el barrio de pompeya. *oportunidad* P. B: amplio living-comedor con acceso A cochera cubierta. Toilette de recepción con mobiliario completo. P. 1: cocina-comedor de generosas dimensiones con mobiliario completo bajo Y sobre mesada con gran espacio de guardado Y mesada de granito, del mismo se accede A balcón corrido. Patio cubierto con lavadero. Dormitorio principal con placard de piso A techo Y baño completo con bañera en suite con doble entrada, se puede acceder al mismo desde la habitación como desde el pasillo de distribución. P. 2: dos dormitorios de generosas dimensiones con placard de piso A techo, uno de ellos con una baulera arriba del placard para mas espacio de guardado Y salida A balcón corrido. Baño completo con bañera. Cabe destacar que la unidad posee grandes ventanales en todos los ambientes, lo que lo hace super luminoso Y ventilado. Super accesible al transito dado A su cercanía A avenidas que conectan A principales arterias, en la zona se encuentran multiples medios de transporte (colectivos, tren) Transportes Cercanos. Colectivos: 6, 28, 76, 91, 115, 188. Datos útiles. Comuna: Comuna 8. Área Hospitalaria: htal. Dr. P. Piñero. Comisaría Comunal: 8. Comisaría Vecinal: 8B. Distrito Escolar: Distrito Escolar xix. si necesitas vender para comprar, lo realizamos en forma simultanea, comunicate con nosotros. Sabemos como hacerlo!! Por Escritura, las superficies declaradas son: 68. 85 metros cubiertos. 13. 31 metros semicubiertos. 23. 99 metros descubiertos. 106. 15 metros totales, Los metros reales surgen del plano. La medidas son aproximadas, las reales surgirán de la escritura traslativa de dominio. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar"
20230613,venta_inmueble,USD 147.000, 51 m²   51 m²   2 amb.   2 amb.   1 dorm.   1 dorm.   1 baño   1 baño  ,"Recoleta, Capital Federal",$ 9.500 Expensas,"Luminoso 2 ambientes en ""Metropolitan Plaza""Edificio de 19 pisos con triple frente. Hall de entrada de doble altura con diseño de avanzada y excelentes terminaciones. Cuenta con oficinas, estudios, locales comerciales y tres subsuelos de cocheras. M2 Cubiertos: 36M2 Totales: 51- Unidad ubicada en el piso 2 con salida al balcón, amplios ventanales al frente, con vista a la plaza Houssay! - Cocina integrada. - Dormitorio con placard de 2 hojas espejadas. - Baño completo. Amenities: - Seguridad 24hs. - gym totalmente equipado de última generación. - Zona de Parrillas en el piso 19o. - sum en Planta Baja- Laundry. Ubicado estratégicamente en el corazón de Barrio Norte, a metros de las Facultades de Ciencias Económicas y Medicina, a pasos del subte D, con numerosas líneas de colectivos rodeado de zonas comerciales. La unidad tiene tiene una amplia vista hacia la Plaza Houssay la cual se remodeló totalmente con locales gastronómicos, cervecerías, plazoletas, juegos de niños y cuatro salas de cine. Matias Psevoznik matrícula cucicba N° 7733. "
20230613,venta_inmueble,USD 490.000, 156 m²   156 m²   156 m²   156 m²   4 amb.   4 amb.   3 dorm.   3 dorm.   2 baños   2 baños  ,"Belgrano, Capital Federal",$ 9.000 Expensas,"Ofrecemos a la venta, duplex al frente ubicado en el piso 4 con orientación Este. Luminoso y buena ventilación. La unidad esta compuesta de: cocina eléctrica marca orbis, mesada de cuezo Italiano linea Silestone y muebles de mdf revestido en melanina, treshabitaciones( uno en suite) con placares completos, 3 baños (1 toilette y dos completos) , enchapado de piso a techo con porcelanato, equipados con sanitarios y grifería. Ducha Romana. Todos los ambientes con piso de porcelanato similares madera. Parrilla en uno de los balcones. Puertas pentágono marca (Pentahome) . Instalación para aire acondicionados. Belgrano es uno de los barrios más residenciales y refinados de Buenos Aires y te invita a recorrer sus calles para descubrir historias, arquitectura, plazas y parques. Posee gran cantidad de viejas e importantes casonas señoriales, la mayoría típicas de fines del siglo pasado. Como contrapunto, en este barrio se han construido modernos, sofisticados, confortables y en algunos casos, espectaculares edificios de departamentos. La Avenida Cabildo es la arteria principal de la ciudad de Bs As, por ellas transita diferentes líneas de colectivos y el subte de la Línea D. Av. Cabildo es una zona comercial por excelencia. excelente ubicación Y accesibilidad. nuestra oficina toma todas las medidas de seguridad E higiene según protocolo para protegernos del covid-19la propiedad no es apta para personas con movilidad reducidalas medidas Y superficies consignadas en la presente son aproximadas Y no resultan vinculantes. los datos definitivos son los que surgen del titulo de propiedad. Matricula cpi: 3916 (cucicba) Matricula cmcpsi 5927"
20230613,venta_inmueble,USD 170.000, 63 m²   63 m²   63 m²   63 m²   3 amb.   3 amb.   2 dorm.   2 dorm.   1 baño   1 baño  ,"Palermo, Capital Federal",$ 16.000 Expensas,"Xintel(lep-le8-Ver datos) Venta de Departamento 3 ambientes en Palermo, Capital Federal. Semipiso a contrafrente muy luminoso orientación se, en excelente estado, living comedor apaisado, dos amplios dormitorios con placard, baño completo recien refaccionado, cocina comedor, lavadero incorporado, entrada de servicio, ubicado a una cuadra de Av. Del Libertador. Lepore propiedades Ver datos Ver datos/Wp. Ver datos. lepore Propiedades S. A. Cuit: Ver datos-9 C. U. C. I. C. B. A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) aviso legal: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la afip (pedido de coti) "
20230613,venta_inmueble,USD 285.000, 95 m²   95 m²   70 m²   70 m²   3 amb.   3 amb.   2 dorm.   2 dorm.   1 baño   1 baño  ,"Recoleta, Capital Federal",$ 30.000 Expensas,"Venta departamento 3 amb en recoleta con terraza premium. ubicación. • Propiedad ubicada en sanchez de bustamante 2010, en Caba. • A 200 metros de Av. Coronel Diaz. • A 200 metros de Av. Santa Fe. • A 200 metros de Av. Austria. • A 500 metros Av. Las Heras. • en cercanias de parques Y medios de transporte. metraje. ▪ Superficie Cubierta 70 m² ▪ Superficie total: 95M² descripcion de la propiedad. ▪ Departamento 3 ambientes. ▪ Ambientes amplios de buen metraje con placard. ▪ Dos terrazas de gran metraje y muy buen estado. ▪ Living comedor amplio. ▪ Inmueble en excelente estado. ▪ 1 Baño completo. ▪ Cocina independiente y amplia. ▪ Ubicado dentro de las zonas más buscadas de recoleta. caracteristicas. • Muebles bajo mesada y alacena. • Losa y grifería de primera marca. • Interior de placard incluido. • 3 Aires acondicionados frio. • Calefón orbis. • Cámaras de seguridad en el edificio. precio: 285. 000 usd. Todas las propiedades que figuran en esta publicación se encuentran a cargo del profesional matriculado Brian David Levi, matricula cucicba 7924, por lo tanto la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. En cumplimiento de la Ley 10. 973 de la Provincia de Buenos Aires, Ley Nacional 25. 028, Ley Nacional 20. 266, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores o agentes no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del martillero y corredor colegiado, cuyos datos se exhiben en el nombre de la inmobiliaria. Ley 5115: excepto que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas. - Todas las medidas son aproximadas al solo efecto orientativo. Las medidas exactas serán las que surjan del título de propiedad. Las fotografías y videos no son contractuales. No se encuentran incluidos en el precio publicado los equipos de aire acondicionado, electrodomésticos ni artefactos de iluminación Y/O ningún otro accesorio que pudieran estar mencionados en la descripción o ilustrados en fotografías con excepción de los que queden expresamente identificados en la reserva a conformar entre las partes. Si hubiera valores de expensas y/o impuestos detallados, los mismos son aproximados y sujetos a modificación. En caso de venta, la operación está sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (coti) por parte del propietario. Las reservas se toman exclusivamente en la inmobiliaria con el matriculado Brian David Levi, Matricula cucicba 7924"
20230613,venta_inmueble,USD 82.000, 42 m²   42 m²   38 m²   38 m²   1 amb.   1 amb.   1 baño   1 baño  ,"Caballito, Capital Federal",$ 6.000 Expensas,"No dejes tus dolares bajo el colchon perdiendo valor Y generando rentabilidad cero. Inverti en ladrillos, es lo mas seguro! Hoy con altisima rentabilidad si queres comprar para alquilar. Entrega ya! Ideal alquiler temporario! Renta- inversión- primera vivienda. bajas expensas!! Muy lindo monoambiente. Muy luminoso. Sistemas de cámaras de seguridad y Totem. Amenities. - Pileta. - Sum. - Parrillas con quincho. - Espacios al aire libre. - Grupo electrógeno. Se entrega con: - Aire Acondicionado frío/calor. - Pisos de porcelanato. - Muebles de cocina de melamina con mesada de silestone. - Cocina Longvie y horno de 4 hornallas a gas con campana. - Conexión de lavarropas. - Placard con interior completo. esta unidad se entrega sin muebles. unidades disponibles amobladas para entrega ya! Consultanos. posibilidad de cochera en el edificio ( no incluida en el valor) ubicación estratégica muy cerca de uba- cbc. todos los medios de transporte. - consultar por monoambientes totalmente equipados!! -Consultar disponibilidad de 2 ambientes y de cocheras cubiertas(quedan pocas unidades!!) "
20230613,venta_inmueble,USD 165.000, 66 m²   66 m²   66 m²   66 m²   3 amb.   3 amb.   2 dorm.   2 dorm.   1 baño   1 baño  ,"Palermo, Capital Federal",$ 19.700 Expensas,Tres ambientes sobre el Boulevard Charcas y a metros de Av. Cnel. Diaz!! Contrafrente luminoso con vista abierta lateral y entrada de sol. Balcón corrido. Living amplio. Las dos habitaciones posee placares empotrados. Cocina amplia y lavadero independiente. Baño completo. Pisos de parquet. Losa radiante. Seguridad remota. Expensas: $19. 700. Aysa: $2200. espacio palermo Propiedades. Sucursal Boulevard Charcas. Tel: Ver datos // Cel: Ver datos
20230613,venta_inmueble,USD 370.000, 139 m²   139 m²   100 m²   100 m²   4 amb.   4 amb.   3 dorm.   3 dorm.   3 baños   3 baños   1 coch.   1 coch.  ,"Palermo, Capital Federal",$ 32.000 Expensas,Excelente departamento reciclado Y muy luminoso. Palier privado. Living comedor con salida al balcón terraza con parrilla. Tres dormitorios. El principal en suite con salida a la terraza. Baño completo. Cocina. Lavadero. Doble circulación. Persianas eléctricas. La calefacción es individual por radiadores Peysa. El el piso 10 posee un pequeño departamento monoambiente con baño completo y kitchenette en impecable estado. (se accede por la escalera de servicio). Cochera fija en el primer subsuelo por rampa. El reciclado incluye caños. Hay conexiones para audio. Edificio de diez pisos con dos cuerpos y un departamento por cada uno. Ascensor principal y de servicio. Cocheras. Encargado sin vivienda. Honduras entre Acuña de Figueroa y Medrano.  
